timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match
"d016b1088e7cbd2fddd9a6f7047c1ad3c590a128fb5bed67d5a48c60899cc020 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",1c1ef841-67f5-42be-b763-69e3b6eafd6a,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a79875fe524c909e6716a927c44716cf0f611623036be96cac8d3e94d8a97f5b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",2985e2b2-4ae4-492c-b769-56d454238351,ba32b0c91e6ffaeb899e544cf629d98f85597b2fe0c87e0f1a403cc0f43ad714,5,fff9cb9dcc3ac735fc25a59f424e98278a731c23ccd57276d292996c2ba7784f,5,live,yes,no,18-29,Male,yes,Don’t know,Probably yes,Regularly now,between true and untrue,untrue,NA,NA,NA,NA,NA
"93dccdbdb14482e3142166a34edb095481c5935dcb49f0685ef819e6f3956808 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",fe9a2873-07fb-4072-9a76-f32b9f700e57,ba32b0c91e6ffaeb899e544cf629d98f85597b2fe0c87e0f1a403cc0f43ad714,5,fff9cb9dcc3ac735fc25a59f424e98278a731c23ccd57276d292996c2ba7784f,5,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115d25f3c5632edb73b36f142a9f0108e85b3a75b80ad672229ac08392f6754a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",fe9a2873-07fb-4072-9a76-f32b9f700e57,ba32b0c91e6ffaeb899e544cf629d98f85597b2fe0c87e0f1a403cc0f43ad714,5,fff9cb9dcc3ac735fc25a59f424e98278a731c23ccd57276d292996c2ba7784f,5,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7d0e552eb5a5f8cdad5d101649b97abccd3b2d40b0d23bc661ae249ac779deb6 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",fe9a2873-07fb-4072-9a76-f32b9f700e57,ba32b0c91e6ffaeb899e544cf629d98f85597b2fe0c87e0f1a403cc0f43ad714,5,fff9cb9dcc3ac735fc25a59f424e98278a731c23ccd57276d292996c2ba7784f,5,live,yes,no,18-29,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82a3781eb119dd9d6ad9fef422d75ea4116b83dfc1327c344cc950f1fd2483d1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",fe9a2873-07fb-4072-9a76-f32b9f700e57,ba32b0c91e6ffaeb899e544cf629d98f85597b2fe0c87e0f1a403cc0f43ad714,5,fff9cb9dcc3ac735fc25a59f424e98278a731c23ccd57276d292996c2ba7784f,5,live,yes,no,18-29,Male,yes,Definitely Does not,Don't know,Occasionally,NA,NA,NA,NA,NA,NA,NA
"ffee9807882deb99fde90e32febbd45a851f6975b484162e9a3b2b5a91e92ee3 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b4667a7d7cd53af71d7cdf09d5e7372487fa502bd0dea4b81ef5dd75d89cda39 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"065973e0c7367676271c6e1da011f7aa6bcc37269ac65cf40d5b2e965f9523c1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8a89849b6a3fc0cc3b5401c661def45e6bb6f367d6d01554d923f48a9b4cf325 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35c7a80720f2adc2a234535250f55039e96aefbcfd0d52a06fc5ba222872f022 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f27a294628a8ada6596d4fd04e42ad3000b7ec263ac85cd383ecebbe6015c862 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c03b097790558a351920c790cc794b4b6c85640de82ef958c57f339ee4253a9f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",NA,NA,NA,NA,NA,NA,NA
"b0584088e95bd88995624f6a724096f293ab56aa7b8a34d75a467e02adb7034f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,NA,NA,NA,NA,NA
"c27176f2b94c58951a653a7699cc27931dfae0720acad82edd1bf1733b9e7ec1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",NA,NA,NA,NA,NA,NA,NA
"580b6cee3e627b798a23e247c6926325e17aee9662a2ae3a0502281ad05d561c Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,NA,NA,NA,NA,NA
"465d17c50266f25a001bee30e5b6c1e0708798b1d52ebe52c1a83f4fde73ba3e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,1,right,right,erotic,true
"e7136c6f5c623f1e550c67935385ad35cc31ff538125cd6c1cfb86bcf6663216 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,2,left,left,neutral,true
"f02f32df655ac92bc69d019af1c9177950ff8ae504d78163e4d8aaab03299a37 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,3,left,left,neutral,true
"dc3ca18e45a6d4c5358765edf0fc5f9f93868e8e67c02245b761e81f1a605eb5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,4,right,left,neutral,false
"541a0dd64deeedf94f8a83893b5688a1ee6801587375bd20e8b78c0de76185e2 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,5,right,left,erotic,false
"01d406a409fada1c2a86b938b568b104f08ed5e4dd8238cdcb08d87266dd5796 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,1,left,right,neutral,false
"ddddef1f169e3996647ed31343a6b42a5ff4f0682fb626f9ab0d484c43cf24d3 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,6,left,right,erotic,false
"41fcfcf2cb8e8a7117dfb6ffb1447b2001718b9186e514faa3e5db3ed3e26bb0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,2,left,right,erotic,false
"431cbc3464d77fff17af84575431300f57bd657efa1c902d54f3653220e314f6 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,7,right,right,neutral,true
"cf70caa113cc7e3ba81a03153ed9a06d17769a0c7d48e74fa6c1dfe01649c49d Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,3,left,right,erotic,false
"536fa585a1a9527ca7a4c29c5bb97326975ad43386ec2e95d6c7f9a2ee57d8aa Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,8,left,right,erotic,false
"5dfb9d55a02fd6ceb9a40f033b4c1970e74830bcf43ce5cbc3afc19d02af84ff Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,4,left,right,erotic,false
"cb006c3fe0427693c3e3b7f5874b8742d45a0f35fb539c9bfe7a6cd230f42ae7 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,9,right,right,neutral,true
"4051f9afd8ef2c8e5106bcc18acbf4ba6da0b70e3f8ed5f22a181c5b725d370e Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,5,right,right,erotic,true
"b6bbff26e2854d9165a83b5ee8e9f874f88e0064da06ae33477eeb3f4b26cfa5 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,10,left,right,erotic,false
"f0f0cff36ee0382f90125f8e9eecc1ef5fe29b2ba89ab0ab0142c19c06fb9070 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,6,left,left,erotic,true
"a1a8bd989213ed80745c5fe855b1d8f4bc3b598a412e48f52c2283fd15bbfd65 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,11,right,left,neutral,false
"3fffc71896ae204e2fb8d7c515880b2170799bbccdd8341a6fff184c26cfbf95 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,7,left,right,neutral,false
"f73beb5a3ea865bc839e7b6e45b5c78dd9d58101ca7740b87e175b43a7eb06d9 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,12,right,left,erotic,false
"d2a3dfbce64c1da1dbacf25be0d0cc52f1e52e78bff753516ad194ed6e73a88b Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,8,left,right,neutral,false
"ce227d8c3eb1dcaca4dfbed111bddb27358368aa1b699b60bc3c3b0f28b7046f Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,13,right,left,neutral,false
"ba3e244cd6ed91239e3beadcde2330e94bc10158dd4efd2baa1f6a18851c713a Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,9,right,right,erotic,true
"ea5da542348cff3d865a017cc3992f749c5bf5c038ac9812b23adbf494e480df Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,14,right,left,erotic,false
"e33c96ca86f2f8d6fe547bc3b8f6e90b39827697547b0a9fd1cbf116d1d5f9c1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,10,left,right,neutral,false
"af904e02f3f46f53dee5d2dba8db9fd9ea6c26f3e0c7272761d46ba27f1c2ab0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,15,left,left,erotic,true
"e67c624d5d655ee86d77b17ec19dc13b57c1806886a2b66601213f35517881c0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,11,right,right,neutral,true
"1f135fcf584c4b27ce05ae7c5a122f71e9fbef954aeab689622fb5ec4d427c52 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,16,left,left,neutral,true
"e80300f2ce95cc0d72ab0df81dd5b1857ca483578bda230438df40034758acda Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,12,right,right,erotic,true
"7bca8b778d726718c328315e57857449af18d599ee94829b02c1d7b5227c2d31 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",b8d8eb2b-b238-4e18-b5b9-5f9eca1f2f09,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Probably does,Probably no,"No, never",very true,untrue,17,right,left,erotic,false
"2d378a3cebf66396ffefa29e2f5e3d5ece34bcac53484bd217118ef9bec8f2d6 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36",beebfa64-9ca1-4275-8aa8-32d045ef5eba,7ecb7385ae617b09c1d2ffa245a05eb72af00846e308cd6ef072e3fe70f0c2d3,7,d4863aa2d081789b1ce8cd68045f080cf95d6aa48d975fc04b448601e9cc2c85,0,live,yes,no,18-29,Female,yes,Don’t know,Don't know,"No, never",between true and untrue,untrue,13,left,left,neutral,true
